split,file_name,breed_label,breed_name,species_label,species_name,height,width,channels
train,Egyptian_Mau_171.jpg,11,Egyptian_Mau,0,Cat,180,240,3
train,english_setter_147.jpg,13,english_setter,1,Dog,500,350,3
train,american_pit_bull_terrier_134.jpg,2,american_pit_bull_terrier,1,Dog,252,300,3
train,japanese_chin_142.jpg,17,japanese_chin,1,Dog,410,500,3
train,Maine_Coon_10.jpg,20,Maine_Coon,0,Cat,900,600,3
train,Bengal_17.jpg,5,Bengal,0,Cat,375,500,3
train,miniature_pinscher_102.jpg,21,miniature_pinscher,1,Dog,333,500,3
train,english_setter_176.jpg,13,english_setter,1,Dog,342,500,3
train,leonberger_153.jpg,19,leonberger,1,Dog,500,353,3
train,shiba_inu_143.jpg,31,shiba_inu,1,Dog,334,500,3
train,Bombay_186.jpg,7,Bombay,0,Cat,292,250,3
train,pug_136.jpg,25,pug,1,Dog,210,300,3
train,american_bulldog_149.jpg,1,american_bulldog,1,Dog,500,375,3
train,keeshond_124.jpg,18,keeshond,1,Dog,500,333,3
train,english_cocker_spaniel_102.jpg,12,english_cocker_spaniel,1,Dog,375,500,3
train,samoyed_10.jpg,29,samoyed,1,Dog,357,500,3
train,american_bulldog_120.jpg,1,american_bulldog,1,Dog,334,500,3
train,staffordshire_bull_terrier_138.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,Egyptian_Mau_160.jpg,11,Egyptian_Mau,0,Cat,482,720,3
train,Abyssinian_134.jpg,0,Abyssinian,0,Cat,440,500,3
train,Egyptian_Mau_170.jpg,11,Egyptian_Mau,0,Cat,373,450,3
train,Ragdoll_151.jpg,26,Ragdoll,0,Cat,500,404,3
train,Ragdoll_124.jpg,26,Ragdoll,0,Cat,375,500,3
train,miniature_pinscher_123.jpg,21,miniature_pinscher,1,Dog,300,225,3
train,yorkshire_terrier_129.jpg,36,yorkshire_terrier,1,Dog,225,300,3
train,newfoundland_111.jpg,22,newfoundland,1,Dog,334,500,3
train,leonberger_14.jpg,19,leonberger,1,Dog,427,500,3
train,Persian_164.jpg,23,Persian,0,Cat,500,427,3
train,Bengal_182.jpg,5,Bengal,0,Cat,566,625,3
train,boxer_160.jpg,8,boxer,1,Dog,491,394,3
train,boxer_137.jpg,8,boxer,1,Dog,375,500,3
train,Ragdoll_114.jpg,26,Ragdoll,0,Cat,500,333,3
train,american_bulldog_182.jpg,1,american_bulldog,1,Dog,375,500,3
train,keeshond_176.jpg,18,keeshond,1,Dog,375,500,3
train,german_shorthaired_134.jpg,14,german_shorthaired,1,Dog,332,500,3
train,havanese_163.jpg,16,havanese,1,Dog,500,432,3
train,pomeranian_105.jpg,24,pomeranian,1,Dog,500,375,3
train,shiba_inu_158.jpg,31,shiba_inu,1,Dog,500,333,3
train,basset_hound_134.jpg,3,basset_hound,1,Dog,375,500,3
train,pug_117.jpg,25,pug,1,Dog,333,500,3
train,Russian_Blue_142.jpg,27,Russian_Blue,0,Cat,500,333,3
train,english_cocker_spaniel_112.jpg,12,english_cocker_spaniel,1,Dog,500,369,3
train,american_pit_bull_terrier_176.jpg,2,american_pit_bull_terrier,1,Dog,240,300,3
train,beagle_149.jpg,4,beagle,1,Dog,333,500,3
train,chihuahua_11.jpg,10,chihuahua,1,Dog,500,500,3
train,Ragdoll_186.jpg,26,Ragdoll,0,Cat,500,334,3
train,Russian_Blue_146.jpg,27,Russian_Blue,0,Cat,500,293,3
train,Sphynx_116.jpg,33,Sphynx,0,Cat,500,332,3
train,newfoundland_172.jpg,22,newfoundland,1,Dog,333,500,3
train,english_cocker_spaniel_116.jpg,12,english_cocker_spaniel,1,Dog,375,500,3
train,yorkshire_terrier_133.jpg,36,yorkshire_terrier,1,Dog,225,300,3
train,Maine_Coon_150.jpg,20,Maine_Coon,0,Cat,333,500,3
train,Bombay_158.jpg,7,Bombay,0,Cat,479,500,3
train,wheaten_terrier_153.jpg,35,wheaten_terrier,1,Dog,375,500,3
train,Persian_105.jpg,23,Persian,0,Cat,500,500,3
train,basset_hound_156.jpg,3,basset_hound,1,Dog,333,500,3
train,staffordshire_bull_terrier_112.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,Egyptian_Mau_100.jpg,11,Egyptian_Mau,0,Cat,163,300,3
train,staffordshire_bull_terrier_132.jpg,34,staffordshire_bull_terrier,1,Dog,333,500,3
train,basset_hound_183.jpg,3,basset_hound,1,Dog,333,500,3
train,wheaten_terrier_121.jpg,35,wheaten_terrier,1,Dog,333,500,3
train,keeshond_189.jpg,18,keeshond,1,Dog,375,500,3
train,pug_160.jpg,25,pug,1,Dog,225,300,3
train,beagle_119.jpg,4,beagle,1,Dog,500,456,3
train,boxer_177.jpg,8,boxer,1,Dog,333,500,3
train,Russian_Blue_185.jpg,27,Russian_Blue,0,Cat,500,355,3
train,german_shorthaired_124.jpg,14,german_shorthaired,1,Dog,500,375,3
train,Persian_126.jpg,23,Persian,0,Cat,450,500,3
train,Bombay_170.jpg,7,Bombay,0,Cat,287,519,3
train,havanese_161.jpg,16,havanese,1,Dog,500,333,3
train,american_pit_bull_terrier_172.jpg,2,american_pit_bull_terrier,1,Dog,300,239,3
train,leonberger_120.jpg,19,leonberger,1,Dog,375,500,3
train,havanese_117.jpg,16,havanese,1,Dog,367,500,3
train,scottish_terrier_13.jpg,30,scottish_terrier,1,Dog,500,431,3
train,havanese_112.jpg,16,havanese,1,Dog,500,375,3
train,Abyssinian_129.jpg,0,Abyssinian,0,Cat,500,333,3
train,pomeranian_130.jpg,24,pomeranian,1,Dog,300,271,3
train,staffordshire_bull_terrier_149.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,leonberger_100.jpg,19,leonberger,1,Dog,500,332,3
train,beagle_144.jpg,4,beagle,1,Dog,375,500,3
train,basset_hound_135.jpg,3,basset_hound,1,Dog,299,500,3
train,beagle_134.jpg,4,beagle,1,Dog,334,500,3
train,Birman_104.jpg,6,Birman,0,Cat,500,357,3
train,Sphynx_196.jpg,33,Sphynx,0,Cat,500,375,3
train,american_pit_bull_terrier_126.jpg,2,american_pit_bull_terrier,1,Dog,200,119,3
train,english_cocker_spaniel_169.jpg,12,english_cocker_spaniel,1,Dog,375,500,3
train,Ragdoll_154.jpg,26,Ragdoll,0,Cat,500,371,3
train,miniature_pinscher_129.jpg,21,miniature_pinscher,1,Dog,225,300,3
train,Russian_Blue_173.jpg,27,Russian_Blue,0,Cat,427,500,3
train,beagle_139.jpg,4,beagle,1,Dog,500,375,3
train,pug_120.jpg,25,pug,1,Dog,375,500,3
train,Sphynx_132.jpg,33,Sphynx,0,Cat,375,500,3
train,pug_146.jpg,25,pug,1,Dog,224,300,3
train,newfoundland_159.jpg,22,newfoundland,1,Dog,375,500,3
train,japanese_chin_139.jpg,17,japanese_chin,1,Dog,375,500,3
train,keeshond_167.jpg,18,keeshond,1,Dog,401,500,3
train,British_Shorthair_148.jpg,9,British_Shorthair,0,Cat,281,500,3
train,beagle_152.jpg,4,beagle,1,Dog,375,500,3
train,newfoundland_150.jpg,22,newfoundland,1,Dog,500,377,3
train,Bengal_13.jpg,5,Bengal,0,Cat,256,500,3
train,Abyssinian_185.jpg,0,Abyssinian,0,Cat,225,300,3
train,saint_bernard_101.jpg,28,saint_bernard,1,Dog,375,500,3
train,pug_103.jpg,25,pug,1,Dog,375,500,3
train,Bengal_164.jpg,5,Bengal,0,Cat,225,300,3
train,english_setter_113.jpg,13,english_setter,1,Dog,335,500,3
train,japanese_chin_136.jpg,17,japanese_chin,1,Dog,375,500,3
train,japanese_chin_130.jpg,17,japanese_chin,1,Dog,500,379,3
train,British_Shorthair_164.jpg,9,British_Shorthair,0,Cat,375,500,3
train,scottish_terrier_170.jpg,30,scottish_terrier,1,Dog,375,500,3
train,British_Shorthair_111.jpg,9,British_Shorthair,0,Cat,500,375,3
train,pomeranian_134.jpg,24,pomeranian,1,Dog,248,300,3
train,saint_bernard_110.jpg,28,saint_bernard,1,Dog,334,500,3
train,chihuahua_176.jpg,10,chihuahua,1,Dog,284,300,3
train,pug_177.jpg,25,pug,1,Dog,225,300,3
train,basset_hound_177.jpg,3,basset_hound,1,Dog,331,500,3
train,yorkshire_terrier_13.jpg,36,yorkshire_terrier,1,Dog,375,500,3
train,american_bulldog_198.jpg,1,american_bulldog,1,Dog,338,500,3
train,Bengal_112.jpg,5,Bengal,0,Cat,436,500,3
train,samoyed_178.jpg,29,samoyed,1,Dog,334,500,3
train,scottish_terrier_142.jpg,30,scottish_terrier,1,Dog,454,500,3
train,Maine_Coon_123.jpg,20,Maine_Coon,0,Cat,375,500,3
train,pomeranian_161.jpg,24,pomeranian,1,Dog,200,300,3
train,newfoundland_17.jpg,22,newfoundland,1,Dog,500,375,3
train,basset_hound_189.jpg,3,basset_hound,1,Dog,338,500,3
train,Ragdoll_146.jpg,26,Ragdoll,0,Cat,375,500,3
train,havanese_171.jpg,16,havanese,1,Dog,375,500,3
train,scottish_terrier_177.jpg,30,scottish_terrier,1,Dog,333,500,3
train,wheaten_terrier_108.jpg,35,wheaten_terrier,1,Dog,500,333,3
train,english_setter_131.jpg,13,english_setter,1,Dog,500,375,3
train,english_setter_110.jpg,13,english_setter,1,Dog,375,500,3
train,newfoundland_116.jpg,22,newfoundland,1,Dog,375,500,3
train,great_pyrenees_108.jpg,15,great_pyrenees,1,Dog,475,500,3
train,Persian_116.jpg,23,Persian,0,Cat,500,375,3
train,basset_hound_104.jpg,3,basset_hound,1,Dog,327,500,3
train,saint_bernard_142.jpg,28,saint_bernard,1,Dog,375,500,3
train,pomeranian_14.jpg,24,pomeranian,1,Dog,375,500,3
train,american_pit_bull_terrier_160.jpg,2,american_pit_bull_terrier,1,Dog,280,300,3
train,beagle_15.jpg,4,beagle,1,Dog,334,500,3
train,British_Shorthair_123.jpg,9,British_Shorthair,0,Cat,375,500,3
train,newfoundland_105.jpg,22,newfoundland,1,Dog,375,500,3
train,Russian_Blue_17.jpg,27,Russian_Blue,0,Cat,375,500,3
train,boxer_133.jpg,8,boxer,1,Dog,368,500,3
train,Ragdoll_176.jpg,26,Ragdoll,0,Cat,307,500,3
train,english_cocker_spaniel_168.jpg,12,english_cocker_spaniel,1,Dog,375,500,3
train,Bengal_12.jpg,5,Bengal,0,Cat,335,500,3
train,english_cocker_spaniel_122.jpg,12,english_cocker_spaniel,1,Dog,500,375,3
train,Siamese_128.jpg,32,Siamese,0,Cat,444,500,3
train,Bengal_142.jpg,5,Bengal,0,Cat,225,300,3
train,yorkshire_terrier_159.jpg,36,yorkshire_terrier,1,Dog,375,500,3
train,Russian_Blue_154.jpg,27,Russian_Blue,0,Cat,500,334,3
train,Bombay_136.jpg,7,Bombay,0,Cat,182,200,3
train,pug_150.jpg,25,pug,1,Dog,185,300,3
train,staffordshire_bull_terrier_163.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,shiba_inu_161.jpg,31,shiba_inu,1,Dog,375,500,3
train,Russian_Blue_101.jpg,27,Russian_Blue,0,Cat,400,500,3
train,japanese_chin_13.jpg,17,japanese_chin,1,Dog,500,436,3
train,boxer_184.jpg,8,boxer,1,Dog,291,500,3
train,japanese_chin_123.jpg,17,japanese_chin,1,Dog,500,378,3
train,japanese_chin_103.jpg,17,japanese_chin,1,Dog,390,500,3
train,english_setter_12.jpg,13,english_setter,1,Dog,500,360,3
train,Bengal_103.jpg,5,Bengal,0,Cat,371,500,3
train,shiba_inu_123.jpg,31,shiba_inu,1,Dog,306,221,3
train,german_shorthaired_157.jpg,14,german_shorthaired,1,Dog,500,333,3
train,Egyptian_Mau_141.jpg,11,Egyptian_Mau,0,Cat,332,500,3
train,scottish_terrier_159.jpg,30,scottish_terrier,1,Dog,500,380,3
train,german_shorthaired_18.jpg,14,german_shorthaired,1,Dog,500,333,3
train,British_Shorthair_178.jpg,9,British_Shorthair,0,Cat,336,500,3
train,Abyssinian_155.jpg,0,Abyssinian,0,Cat,371,581,3
train,german_shorthaired_180.jpg,14,german_shorthaired,1,Dog,500,375,3
train,scottish_terrier_141.jpg,30,scottish_terrier,1,Dog,500,375,3
train,Abyssinian_195.jpg,0,Abyssinian,0,Cat,300,177,3
train,boxer_129.jpg,8,boxer,1,Dog,333,500,3
train,english_setter_175.jpg,13,english_setter,1,Dog,333,500,3
train,Maine_Coon_146.jpg,20,Maine_Coon,0,Cat,500,380,3
train,Bombay_131.jpg,7,Bombay,0,Cat,293,300,3
train,British_Shorthair_162.jpg,9,British_Shorthair,0,Cat,335,500,3
train,american_bulldog_125.jpg,1,american_bulldog,1,Dog,465,500,3
train,english_cocker_spaniel_123.jpg,12,english_cocker_spaniel,1,Dog,302,403,3
train,american_bulldog_131.jpg,1,american_bulldog,1,Dog,376,500,3
train,miniature_pinscher_121.jpg,21,miniature_pinscher,1,Dog,225,300,3
train,British_Shorthair_174.jpg,9,British_Shorthair,0,Cat,375,500,3
train,Bengal_169.jpg,5,Bengal,0,Cat,225,300,3
train,Egyptian_Mau_149.jpg,11,Egyptian_Mau,0,Cat,150,200,3
train,scottish_terrier_125.jpg,30,scottish_terrier,1,Dog,375,500,3
train,samoyed_171.jpg,29,samoyed,1,Dog,333,500,3
train,german_shorthaired_112.jpg,14,german_shorthaired,1,Dog,500,375,3
train,havanese_10.jpg,16,havanese,1,Dog,500,333,3
train,Ragdoll_145.jpg,26,Ragdoll,0,Cat,213,320,3
train,miniature_pinscher_148.jpg,21,miniature_pinscher,1,Dog,225,300,3
train,japanese_chin_185.jpg,17,japanese_chin,1,Dog,385,500,3
train,staffordshire_bull_terrier_179.jpg,34,staffordshire_bull_terrier,1,Dog,333,500,3
train,japanese_chin_186.jpg,17,japanese_chin,1,Dog,500,375,3
train,miniature_pinscher_117.jpg,21,miniature_pinscher,1,Dog,150,200,3
train,newfoundland_13.jpg,22,newfoundland,1,Dog,500,333,3
train,great_pyrenees_116.jpg,15,great_pyrenees,1,Dog,500,384,3
train,american_pit_bull_terrier_154.jpg,2,american_pit_bull_terrier,1,Dog,226,300,3
train,Bombay_10.jpg,7,Bombay,0,Cat,375,500,3
train,Abyssinian_18.jpg,0,Abyssinian,0,Cat,500,335,3
train,chihuahua_127.jpg,10,chihuahua,1,Dog,225,300,3
train,scottish_terrier_173.jpg,30,scottish_terrier,1,Dog,375,500,3
train,wheaten_terrier_13.jpg,35,wheaten_terrier,1,Dog,334,500,3
train,Bengal_18.jpg,5,Bengal,0,Cat,333,500,3
train,Bombay_133.jpg,7,Bombay,0,Cat,305,360,3
train,japanese_chin_164.jpg,17,japanese_chin,1,Dog,375,500,3
train,wheaten_terrier_127.jpg,35,wheaten_terrier,1,Dog,442,500,3
train,shiba_inu_132.jpg,31,shiba_inu,1,Dog,500,334,3
train,english_cocker_spaniel_170.jpg,12,english_cocker_spaniel,1,Dog,334,500,3
train,leonberger_146.jpg,19,leonberger,1,Dog,333,500,3
train,Maine_Coon_16.jpg,20,Maine_Coon,0,Cat,313,500,3
train,Siamese_171.jpg,32,Siamese,0,Cat,375,500,3
train,english_cocker_spaniel_109.jpg,12,english_cocker_spaniel,1,Dog,500,333,3
train,leonberger_155.jpg,19,leonberger,1,Dog,375,500,3
train,Egyptian_Mau_165.jpg,11,Egyptian_Mau,0,Cat,1920,2560,3
train,shiba_inu_131.jpg,31,shiba_inu,1,Dog,409,500,3
train,saint_bernard_139.jpg,28,saint_bernard,1,Dog,500,333,3
train,havanese_176.jpg,16,havanese,1,Dog,500,333,3
train,american_bulldog_135.jpg,1,american_bulldog,1,Dog,334,500,3
train,shiba_inu_140.jpg,31,shiba_inu,1,Dog,395,500,3
train,Bombay_191.jpg,7,Bombay,0,Cat,225,300,3
train,american_bulldog_172.jpg,1,american_bulldog,1,Dog,500,375,3
train,miniature_pinscher_126.jpg,21,miniature_pinscher,1,Dog,300,211,3
train,great_pyrenees_148.jpg,15,great_pyrenees,1,Dog,375,500,3
train,Egyptian_Mau_164.jpg,11,Egyptian_Mau,0,Cat,336,448,3
train,Ragdoll_132.jpg,26,Ragdoll,0,Cat,375,500,3
train,havanese_151.jpg,16,havanese,1,Dog,333,500,3
train,Birman_131.jpg,6,Birman,0,Cat,332,500,3
train,english_cocker_spaniel_139.jpg,12,english_cocker_spaniel,1,Dog,333,500,3
train,Egyptian_Mau_133.jpg,11,Egyptian_Mau,0,Cat,300,400,3
train,Siamese_172.jpg,32,Siamese,0,Cat,375,500,3
train,keeshond_118.jpg,18,keeshond,1,Dog,333,500,3
train,Bengal_162.jpg,5,Bengal,0,Cat,225,300,3
train,english_setter_167.jpg,13,english_setter,1,Dog,375,500,3
train,american_pit_bull_terrier_162.jpg,2,american_pit_bull_terrier,1,Dog,225,300,3
train,British_Shorthair_106.jpg,9,British_Shorthair,0,Cat,375,500,3
train,Maine_Coon_173.jpg,20,Maine_Coon,0,Cat,500,375,3
train,basset_hound_180.jpg,3,basset_hound,1,Dog,375,500,3
train,american_bulldog_176.jpg,1,american_bulldog,1,Dog,333,500,3
train,staffordshire_bull_terrier_134.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,pug_186.jpg,25,pug,1,Dog,300,261,3
train,havanese_152.jpg,16,havanese,1,Dog,375,500,3
train,Maine_Coon_210.jpg,20,Maine_Coon,0,Cat,333,500,3
train,newfoundland_146.jpg,22,newfoundland,1,Dog,500,375,3
train,Bengal_191.jpg,5,Bengal,0,Cat,375,500,3
train,english_cocker_spaniel_156.jpg,12,english_cocker_spaniel,1,Dog,375,500,3
train,german_shorthaired_11.jpg,14,german_shorthaired,1,Dog,375,500,3
train,Abyssinian_192.jpg,0,Abyssinian,0,Cat,176,300,3
train,Bombay_188.jpg,7,Bombay,0,Cat,225,300,3
train,american_pit_bull_terrier_165.jpg,2,american_pit_bull_terrier,1,Dog,225,300,3
train,english_setter_153.jpg,13,english_setter,1,Dog,405,500,3
train,boxer_188.jpg,8,boxer,1,Dog,332,500,3
train,shiba_inu_109.jpg,31,shiba_inu,1,Dog,500,375,3
train,beagle_160.jpg,4,beagle,1,Dog,375,500,3
train,saint_bernard_108.jpg,28,saint_bernard,1,Dog,333,500,3
train,german_shorthaired_107.jpg,14,german_shorthaired,1,Dog,500,375,3
train,german_shorthaired_182.jpg,14,german_shorthaired,1,Dog,500,375,3
train,Siamese_206.jpg,32,Siamese,0,Cat,500,375,3
train,beagle_166.jpg,4,beagle,1,Dog,375,500,3
train,Siamese_187.jpg,32,Siamese,0,Cat,375,500,3
train,german_shorthaired_113.jpg,14,german_shorthaired,1,Dog,375,500,3
train,samoyed_184.jpg,29,samoyed,1,Dog,334,500,3
train,Abyssinian_112.jpg,0,Abyssinian,0,Cat,500,490,3
train,pug_112.jpg,25,pug,1,Dog,500,333,3
train,american_bulldog_200.jpg,1,american_bulldog,1,Dog,319,500,3
train,yorkshire_terrier_132.jpg,36,yorkshire_terrier,1,Dog,225,300,3
train,chihuahua_126.jpg,10,chihuahua,1,Dog,225,300,3
train,yorkshire_terrier_122.jpg,36,yorkshire_terrier,1,Dog,245,300,3
train,english_setter_180.jpg,13,english_setter,1,Dog,400,500,3
train,yorkshire_terrier_100.jpg,36,yorkshire_terrier,1,Dog,375,500,3
train,japanese_chin_154.jpg,17,japanese_chin,1,Dog,500,375,3
train,shiba_inu_150.jpg,31,shiba_inu,1,Dog,500,377,3
train,american_pit_bull_terrier_145.jpg,2,american_pit_bull_terrier,1,Dog,225,300,3
train,great_pyrenees_143.jpg,15,great_pyrenees,1,Dog,355,500,3
train,Bombay_103.jpg,7,Bombay,0,Cat,143,114,3
train,Persian_179.jpg,23,Persian,0,Cat,500,463,3
train,Abyssinian_108.jpg,0,Abyssinian,0,Cat,404,500,3
train,Maine_Coon_141.jpg,20,Maine_Coon,0,Cat,375,500,3
train,Egyptian_Mau_154.jpg,11,Egyptian_Mau,0,Cat,500,375,3
train,Persian_172.jpg,23,Persian,0,Cat,333,500,3
train,american_bulldog_119.jpg,1,american_bulldog,1,Dog,500,334,3
train,miniature_pinscher_157.jpg,21,miniature_pinscher,1,Dog,300,215,3
train,beagle_161.jpg,4,beagle,1,Dog,333,500,3
train,Maine_Coon_101.jpg,20,Maine_Coon,0,Cat,500,444,3
train,beagle_184.jpg,4,beagle,1,Dog,375,500,3
train,staffordshire_bull_terrier_108.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,shiba_inu_195.jpg,31,shiba_inu,1,Dog,500,333,3
train,boxer_102.jpg,8,boxer,1,Dog,375,500,3
train,american_bulldog_196.jpg,1,american_bulldog,1,Dog,323,500,3
train,beagle_141.jpg,4,beagle,1,Dog,500,334,3
train,samoyed_134.jpg,29,samoyed,1,Dog,500,375,3
train,pomeranian_123.jpg,24,pomeranian,1,Dog,225,300,3
train,scottish_terrier_104.jpg,30,scottish_terrier,1,Dog,360,480,3
train,Bombay_123.jpg,7,Bombay,0,Cat,269,360,3
train,great_pyrenees_107.jpg,15,great_pyrenees,1,Dog,480,395,3
train,yorkshire_terrier_17.jpg,36,yorkshire_terrier,1,Dog,332,500,3
train,great_pyrenees_18.jpg,15,great_pyrenees,1,Dog,372,480,3
train,saint_bernard_148.jpg,28,saint_bernard,1,Dog,340,500,3
train,pomeranian_146.jpg,24,pomeranian,1,Dog,225,300,3
train,Ragdoll_13.jpg,26,Ragdoll,0,Cat,500,291,3
train,miniature_pinscher_176.jpg,21,miniature_pinscher,1,Dog,200,277,3
train,Ragdoll_16.jpg,26,Ragdoll,0,Cat,333,500,3
train,american_pit_bull_terrier_108.jpg,2,american_pit_bull_terrier,1,Dog,333,500,3
train,american_bulldog_161.jpg,1,american_bulldog,1,Dog,333,500,3
train,english_setter_124.jpg,13,english_setter,1,Dog,369,500,3
train,Bengal_170.jpg,5,Bengal,0,Cat,300,225,3
train,wheaten_terrier_178.jpg,35,wheaten_terrier,1,Dog,330,500,3
train,staffordshire_bull_terrier_116.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,Persian_158.jpg,23,Persian,0,Cat,482,500,3
train,shiba_inu_114.jpg,31,shiba_inu,1,Dog,447,500,3
train,japanese_chin_176.jpg,17,japanese_chin,1,Dog,500,375,3
train,keeshond_152.jpg,18,keeshond,1,Dog,375,500,3
train,newfoundland_100.jpg,22,newfoundland,1,Dog,333,500,3
train,Bengal_145.jpg,5,Bengal,0,Cat,225,300,3
train,Birman_117.jpg,6,Birman,0,Cat,383,500,3
train,Abyssinian_157.jpg,0,Abyssinian,0,Cat,375,500,3
train,pomeranian_185.jpg,24,pomeranian,1,Dog,225,300,3
train,Bombay_137.jpg,7,Bombay,0,Cat,375,500,3
train,Siamese_146.jpg,32,Siamese,0,Cat,375,500,3
train,beagle_129.jpg,4,beagle,1,Dog,500,332,3
train,scottish_terrier_184.jpg,30,scottish_terrier,1,Dog,333,500,3
train,Bombay_113.jpg,7,Bombay,0,Cat,568,473,3
train,Bengal_106.jpg,5,Bengal,0,Cat,320,500,3
train,Siamese_126.jpg,32,Siamese,0,Cat,500,375,3
train,saint_bernard_102.jpg,28,saint_bernard,1,Dog,262,500,3
train,Maine_Coon_147.jpg,20,Maine_Coon,0,Cat,333,500,3
train,boxer_113.jpg,8,boxer,1,Dog,500,332,3
train,Siamese_116.jpg,32,Siamese,0,Cat,500,334,3
train,saint_bernard_141.jpg,28,saint_bernard,1,Dog,375,500,3
train,beagle_130.jpg,4,beagle,1,Dog,375,500,3
train,Maine_Coon_145.jpg,20,Maine_Coon,0,Cat,500,333,3
train,pomeranian_167.jpg,24,pomeranian,1,Dog,300,274,3
train,japanese_chin_157.jpg,17,japanese_chin,1,Dog,375,500,3
train,yorkshire_terrier_10.jpg,36,yorkshire_terrier,1,Dog,500,333,3
train,boxer_114.jpg,8,boxer,1,Dog,500,354,3
train,great_pyrenees_105.jpg,15,great_pyrenees,1,Dog,375,500,3
train,samoyed_158.jpg,29,samoyed,1,Dog,333,500,3
train,pug_157.jpg,25,pug,1,Dog,267,300,3
train,pug_10.jpg,25,pug,1,Dog,500,333,3
train,keeshond_123.jpg,18,keeshond,1,Dog,333,500,3
train,boxer_144.jpg,8,boxer,1,Dog,375,500,3
train,american_pit_bull_terrier_179.jpg,2,american_pit_bull_terrier,1,Dog,300,216,3
train,Siamese_144.jpg,32,Siamese,0,Cat,335,500,3
train,Egyptian_Mau_161.jpg,11,Egyptian_Mau,0,Cat,360,480,3
train,shiba_inu_134.jpg,31,shiba_inu,1,Dog,500,334,3
train,basset_hound_179.jpg,3,basset_hound,1,Dog,375,500,3
train,keeshond_169.jpg,18,keeshond,1,Dog,375,500,3
train,Maine_Coon_211.jpg,20,Maine_Coon,0,Cat,300,246,3
train,american_bulldog_15.jpg,1,american_bulldog,1,Dog,500,334,3
